timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1607135091089,5977,GetWorkload,200,OK,Thread Group 1-1,text,TRUE,,24909,0,1,1,5948,0,0
1607135097101,232,GetStarttime,200,OK,Thread Group 1-1,text,TRUE,,395,0,1,1,232,0,0
1607135097395,490,GetDistribution,200,OK,Thread Group 2-1,text,TRUE,,371,0,5,5,490,0,0
1607135097939,455,GetDistribution,200,OK,Thread Group 2-6,text,TRUE,,371,0,9,9,455,0,0
1607135097605,1144,GetDistribution,200,OK,Thread Group 2-3,text,TRUE,,371,0,13,13,1144,0,0
1607135098407,454,GetDistribution,200,OK,Thread Group 2-10,text,TRUE,,371,0,14,14,454,0,0
1607135097491,1383,GetDistribution,200,OK,Thread Group 2-2,text,TRUE,,371,0,14,14,1383,0,0
1607135097720,1267,GetDistribution,200,OK,Thread Group 2-4,text,TRUE,,371,0,15,15,1267,0,0
1607135097825,1145,GetDistribution,200,OK,Thread Group 2-5,text,TRUE,,371,0,15,15,1145,0,0
1607135098066,1146,GetDistribution,200,OK,Thread Group 2-7,text,TRUE,,371,0,17,17,1146,0,0
1607135098173,1162,GetDistribution,200,OK,Thread Group 2-8,text,TRUE,,371,0,18,18,1162,0,0
1607135098840,574,GetDistribution,200,OK,Thread Group 2-14,text,TRUE,,371,0,19,19,574,0,0
1607135098940,481,GetDistribution,200,OK,Thread Group 2-15,text,TRUE,,371,0,19,19,481,0,0
1607135098300,1168,GetDistribution,200,OK,Thread Group 2-9,text,TRUE,,371,0,19,19,1168,0,0
1607135099054,521,GetDistribution,200,OK,Thread Group 2-16,text,TRUE,,371,0,20,20,521,0,0
1607135098532,1146,GetDistribution,200,OK,Thread Group 2-11,text,TRUE,,371,0,21,21,1146,0,0
1607135099150,555,GetDistribution,200,OK,Thread Group 2-17,text,TRUE,,371,0,22,22,555,0,0
1607135099260,468,GetDistribution,200,OK,Thread Group 2-18,text,TRUE,,371,0,22,22,468,0,0
1607135098726,1091,GetDistribution,200,OK,Thread Group 2-13,text,TRUE,,371,0,23,23,1091,0,0
1607135099367,513,GetDistribution,200,OK,Thread Group 2-19,text,TRUE,,371,0,23,23,513,0,0
1607135098623,1259,GetDistribution,200,OK,Thread Group 2-12,text,TRUE,,371,0,23,23,1259,0,0
1607135099577,492,GetDistribution,200,OK,Thread Group 2-21,text,TRUE,,371,0,25,25,492,0,0
1607135099679,490,GetDistribution,200,OK,Thread Group 2-22,text,TRUE,,371,0,26,26,490,0,0
1607135099472,726,GetDistribution,200,OK,Thread Group 2-20,text,TRUE,,371,0,26,26,726,0,0
1607135099789,520,GetDistribution,200,OK,Thread Group 2-23,text,TRUE,,371,0,27,27,520,0,0
1607135099897,468,GetDistribution,200,OK,Thread Group 2-24,text,TRUE,,371,0,28,28,468,0,0
1607135099995,449,GetDistribution,200,OK,Thread Group 2-25,text,TRUE,,371,0,29,29,449,0,0
1607135100105,433,GetDistribution,200,OK,Thread Group 2-26,text,TRUE,,371,0,30,30,433,0,0
1607135100213,463,GetDistribution,200,OK,Thread Group 2-27,text,TRUE,,371,0,31,31,463,0,0
1607135100322,451,GetDistribution,200,OK,Thread Group 2-28,text,TRUE,,370,0,32,32,451,0,0
1607135100427,477,GetDistribution,200,OK,Thread Group 2-29,text,TRUE,,370,0,5,5,477,0,0
1607135100534,446,GetDistribution,200,OK,Thread Group 2-30,text,TRUE,,370,0,5,5,446,0,0
1607135100646,441,GetDistribution,200,OK,Thread Group 2-31,text,TRUE,,370,0,5,5,441,0,0
1607135100747,441,GetDistribution,200,OK,Thread Group 2-32,text,TRUE,,370,0,5,5,441,0,0
